Date,SPY,SPY_Volume,VOO,VOO_Volume,IVV,IVV_Volume,QQQ,QQQ_Volume,DIA,DIA_Volume,TLT,TLT_Volume,GOVT,GOVT_Volume,IEF,IEF_Volume,SHY,SHY_Volume,GLD,GLD_Volume,IAU,IAU_Volume,LQD,LQD_Volume,VCIT,VCIT_Volume,VCSH,VCSH_Volume,IGSB,IGSB_Volume,AMZN,AMZN_Volume,AAPL,AAPL_Volume,MSFT,MSFT_Volume,FB,FB_Volume,GOOG,GOOG_Volume,GOOGL,GOOGL_Volume,NFLX,NFLX_Volume,TSLA,TSLA_Volume
16/10/2020 16:30,348.86,1882260,320.45,76176,350.1,74298,291.44,1754141,286.2,112945,161.66,279347,27.84,18711,121.32,32431,86.44,614,179.18,259627,18.18,895058,135.62,206545,96.08,38758,82.95,30483,54.95,14407,3366.49,253574,121.39,6527030,220.13,2609274,267.7,877508,1564.13,103191,1559.77,120846,548.8,297133,453.42,1004223
16/10/2020 16:31,348.83,2034820,320.47,83686,350.04,92424,291.29,1937743,286.43,136767,161.86,376359,27.84,18723,121.36,47034,86.44,53988,179.32,285589,18.18,987911,135.61,237260,96.12,56111,82.95,32732,54.98,15533,3365.97,290865,121.14,7256749,220.09,2725274,267.51,929888,1568.33,108543,1561.6,123724,548.13,330078,453.25,1216417
16/10/2020 16:32,348.64,2225957,320.24,100169,349.83,108680,291.17,2078970,286.19,145328,161.78,457571,27.85,20760,121.35,101544,86.44,55281,179.07,303075,18.17,1144375,135.63,269134,96.1,58513,82.94,34922,54.97,16068,3359.89,320752,120.93,8021302,219.7,2844876,267.75,970944,1567.04,119376,1564.15,127460,547.7,358181,453.68,1370192
16/10/2020 16:33,348.97,2365141,320.55,107221,350.2,114778,291.24,2177064,286.66,171102,161.83,484428,27.85,21104,121.36,106256,86.45,58970,178.9,322451,18.17,1154592,135.64,297970,96.11,61465,82.94,35008,54.97,16883,3364.02,339947,120.99,8726670,219.99,2939630,267.45,1042412,1565.01,122050,1561.08,130542,547.51,386064,453.55,1514447
16/10/2020 16:34,349.16,2829262,320.74,111316,350.31,130981,291.55,2314285,286.77,193479,161.76,544700,27.85,21219,121.34,122249,86.44,60330,178.91,334138,18.18,1155873,135.69,343079,96.11,61581,82.95,35351,54.97,17897,3373.68,373896,121.06,9231078,220.42,3006868,268.19,1093218,1567.16,126753,1563.96,132723,548.49,414230,455.17,1748622
16/10/2020 16:35,348.98,3062210,320.63,118335,350.23,138951,291.6,2464789,286.51,207662,161.79,565418,27.85,21222,121.36,128695,86.44,66180,178.84,345884,18.17,1211617,135.65,678557,96.11,68507,82.95,35973,54.97,17918,3377.56,403781,121.28,9909981,220.73,3114794,268.5,1171409,1567.72,130662,1564.81,143338,548.69,437341,454.86,2030964
16/10/2020 16:36,348.73,3180136,320.37,126583,349.98,147035,291.52,2584983,286.18,219925,161.78,597795,27.84,21945,121.35,143397,86.44,68102,178.81,371454,18.17,1272193,135.68,686297,96.11,68851,82.95,37033,54.98,19464,3372.99,433157,121.26,10382947,220.55,3174201,268.73,1248635,1568.76,134214,1564.53,146540,548.68,456548,454.37,2135400
16/10/2020 16:37,348.695,3307355.5,320.33,131732,349.94,153052.5,291.55,2691262,286.135,232086,161.92,648921,27.85,109244,121.37,147848,86.44,273658,178.83,382312,18.17,1387227,135.7,816828,96.14,102522,82.95,37724,54.98,19475,3375.59,458237,121.16,10750883,220.45,3222245,269.23,1362189,1567.52,137760,1561.3,150486,548.42,470443,454.46,2326729
16/10/2020 16:38,348.66,3434575,320.29,136881,349.9,159070,291.58,2797541,286.09,244247,161.81,719354,27.85,109300,121.36,158625,86.44,274274,178.87,391573,18.17,1574311,135.7,821903,96.17,385433,82.95,38337,54.97,20597,3371.77,485810,121.15,11269671,220.41,3270192,269.28,1421440,1567.79,139471,1562.885,152806,548.085,494708.5,454.38,2470569.5
16/10/2020 16:39,348.655,3468072.5,320.295,139293.5,349.885,161395.5,291.45,2838796.5,286.18,250581,161.89,769779,27.85,111278,121.36,246634,86.44,276957,178.82,408007,18.18,1646833,135.74,920207,96.17,392633,82.95,38536,54.97,20872,3372,505970,121.1,11618468,220.3,3351017,269.1,1536165,1568.06,141182,1564.47,155126,547.75,518974,454.3,2614410
16/10/2020 16:40,348.65,3501570,320.3,141706,349.87,163721,291.32,2880052,286.27,256915,161.92,784471,27.85,112128,121.36,255348,86.45,280313,178.88,417669,18.17,1772983,135.71,927884,96.17,399998,82.94,38679,54.97,21237,3367.34,528406,120.96,11980277,219.86,3431073,268.77,1609452,1568.19,143556,1564.22,161951,549.48,554593,454.91,2737581
16/10/2020 16:41,348.67,3590022,320.3,144691,349.95,168677,291.52,3014042,286.43,264921,161.89,796052,27.84,112150,121.36,263500,86.44,283158,178.89,427210,18.17,1782142,135.76,939160,96.17,404016,82.94,39984,54.97,21237,3374.15,546760,121.29,12618053,220.47,3476816,268.98,1664419,1569.39,147070,1565.38,166954,551.42,610199,454.5,2900387
16/10/2020 16:42,348.99,3774242,320.6,148665,350.14,175733,291.72,3103210,286.61,290972,161.9,820466,27.84,113318,121.37,276198,86.44,289273,178.83,444244,18.19,1839040,135.77,948716,96.18,415641,82.94,40939,54.97,21372,3373.5,562260,121.18,12963206,220.34,3545375,268.79,1719589,1569.17,152502,1564.76,169442,551.63,670740,454.56,2991447
16/10/2020 16:43,348.91,3910402,320.48,153465,350.09,184517,291.72,3284165,286.52,306033,161.87,849749,27.84,113617,121.36,320317,86.44,290658,178.83,460476,18.18,1875432,135.77,975610,96.19,417189,82.94,42766,54.97,21906,3375.93,582929,121.19,13237134,220.65,3631260,269.03,1791802,1570.09,155031,1565.44,172384,552.35,749409,454.41,3118143
16/10/2020 16:44,349.02,3964484,320.65,158258,350.2,187153,291.82,3628298,286.51,311951,161.95,871433,27.85,113749,121.38,328825,86.44,291799,178.89,464606,18.2,1917040,135.77,978500,96.16,418586,82.94,44059,54.97,27782,3375.04,596295,121.12,13615790,220.45,3669273,269.35,1867536,1568.76,156593,1564.39,175209,552.43,784569,453.28,3266255
16/10/2020 16:45,348.88,4046173,320.5,162932,350.11,189351,291.67,3692667,286.46,315359,161.93,901519,27.85,115418,121.37,333867,86.44,293021,178.95,473334,18.2,1989654,135.79,988954,96.19,428155,82.94,46930,54.97,27839,3381.18,618684,121.02,13970652,220.5,3731476,269.54,1940004,1570.23,160472,1565.04,181748,551.66,821075,452.65,3385563
16/10/2020 16:46,348.8,4148152,320.55,166371,349.88,191595,291.61,3786401,286.28,327647,162.09,955313,27.85,117583,121.39,368443,86.44,295048,179.01,488900,18.2,2199613,135.79,1032982,96.18,429503,82.94,47570,54.97,28229,3378.16,638515,120.85,14558280,220.13,3791971,268.96,2022117,1567.04,163355,1564.06,185330,551.27,846022,452.5,3521276
16/10/2020 16:47,348.71,4270188,320.36,168796,349.98,197846,291.54,3898761,286.41,336313,162.1,962781,27.86,124962,121.4,372176,86.45,301254,179.11,519100,18.2,2225103,135.81,1036622,96.2,433366,82.94,59294,54.97,30531,3380.11,652001,120.99,14989022,220.3,3843561,269.47,2059450,1569.06,165318,1565.99,186710,551.63,862140,453.07,3604321
16/10/2020 16:48,348.92,4367052,320.48,176181,350.15,203724,291.86,4048229,286.5,340085,162.04,974952,27.85,125196,121.4,374086,86.45,301939,179.09,531128,18.2,2271124,135.82,2148185,96.19,437312,82.94,60700,54.97,30590,3382.71,680817,120.87,15254376,220.34,3890867,269.41,2124545,1570.5,167794,1567.41,190009,550.87,886840,452.43,3722802
16/10/2020 16:49,348.89,4529671,320.54,184241,350.12,213161,291.7,4155090,286.45,345942,161.98,1028690,27.85,133295,121.4,379626,86.44,302443,179.07,545760,18.21,2289994,135.84,2179076,96.19,452992,82.95,73318,54.98,50249,3379.36,697329,120.72,15678504,220.25,3935074,269.32,2166819,1570.14,173519,1566.7,190948,550.07,921816,451.9,3842364
16/10/2020 16:50,348.86,4613574,320.51,202446,350.13,217501,291.62,4236990,286.45,351203,161.98,1043913,27.85,133499,121.4,383752,86.45,303470,179.06,557054,18.21,2291814,135.87,2218041,96.21,465890,82.94,80299,54.98,50249,3376.5,717383,120.57,16115580,220.05,3999575,269.2,2215119,1570.08,175438,1565.85,191826,549.3,940732,451.79,3976780
16/10/2020 16:51,348.67,4683244,320.44,204424,350.14,221530,291.41,4414340,286.34,359463,162.09,1071471,27.85,135495,121.41,394744,86.45,303804,179.1,571280,18.21,2313945,135.87,2226998,96.23,487821,82.95,106445,54.97,50516,3375,732891,120.5,16620968,219.92,4030566,268.93,2251040,1570.08,175910,1563.44,195203,547.7,954061,451.88,4075620
16/10/2020 16:52,348.47,4812264,320.01,209444,349.57,228985,291.12,4505958,286.15,365220,162.23,1101454,27.86,140314,121.44,400009,86.45,304074,179.2,590107,18.19,2359607,135.85,2268795,96.21,503774,82.95,122891,54.97,50637,3372.3,750763,120.43,17105005,219.97,4081941,268.72,2309487,1566.78,182085,1562.74,197319,548.92,979241,452.81,4193988
16/10/2020 16:53,348.46,4967529,320.14,217679,349.68,232666,291.17,4565377,286.32,373705,162.22,1140982,27.86,141342,121.45,411260,86.45,304388,179.16,610202,18.2,2422771,135.85,2297960,96.21,507449,82.94,136531,54.97,50739,3372.7,758457,120.49,17603654,219.94,4132689,268.65,2349343,1567.6,183502,1564.72,201297,548.54,988212,452.42,4277904
16/10/2020 16:54,348.56,5307194,320.22,220579,349.78,235474,291.38,4614204,286.43,376953,162.3,1191084,27.86,148057,121.46,414011,86.45,304389,179.14,628056,18.2,2588289,135.83,2396661,96.22,508852,82.94,137651,54.97,51042,3370.06,768391,120.37,17931718,219.88,4162342,268.65,2401009,1568.9,185160,1564.83,203020,547.94,999102,452.05,4346071
16/10/2020 16:55,348.4,5405073,320.05,223814,349.73,241992,291.22,4679674,286.36,379174,162.09,1231259,27.86,153788,121.43,421504,86.45,305243,179.07,634218,18.19,2615291,135.79,2412748,96.19,510086,82.94,137870,54.97,51114,3374.67,776849,120.57,18390742,220.04,4207661,268.92,2446597,1570.08,187119,1565.69,206490,548.45,1019363,452.23,4407248
16/10/2020 16:56,348.74,6009111,320.39,226219,349.93,243700,291.62,4742395,286.61,383181,162.07,1250025,27.86,155318,121.43,423280,86.45,308818,179.1,747043,18.19,2653694,135.75,2443044,96.15,512225,82.94,138892,54.97,51446,3378.04,791790,120.8,18977477,220.17,4256916,269.56,2501056,1570.37,193245,1567.19,210225,547.65,1032902,451.86,4477478
16/10/2020 16:57,348.93,6146003,320.5,269341,350.12,248958,291.67,4816637,286.68,390625,162,1320647,27.85,189425,121.4,472631,86.45,310564,179.1,749951,18.19,2776004,135.78,2446609,96.17,523596,82.95,139069,54.98,51774,3378,803686,120.86,19440567,220.22,4304369,269.65,2569478,1572.03,195750,1567.95,215528,545.27,1071169,451.13,4589142
16/10/2020 16:58,349.07,6251799,320.67,274159,350.3,255235,291.71,4887141,286.86,398699,161.97,1332038,27.86,190736,121.39,522997,86.45,311408,179.03,757091,18.19,2816506,135.8,2502836,96.17,526718,82.94,139783,54.98,51777,3376.38,811773,120.82,19725274,220.27,4344788,269.64,2624021,1571.64,197442,1567.57,216084,545.51,1102410,451.42,4659231
16/10/2020 16:59,349.15,6323159,320.75,276551,350.39,258002,291.73,4924745,286.94,406079,161.85,1347828,27.85,256990,121.37,533282,86.44,313211,178.94,769436,18.18,3095582,135.77,2510032,96.15,528044,82.94,140320,54.98,51847,3376.34,821501,120.85,19960664,220.26,4372831,269.74,2676681,1571.24,198841,1567.57,216593,545.81,1138299,451.81,4733236
16/10/2020 17:00,349.08,6422039,320.67,278208,350.31,258761,291.74,4945890,286.95,411316,161.91,1358906,27.85,269871,121.38,543263,86.44,317247,178.91,781816,18.19,3150281,135.77,2547866,96.17,549622,82.94,145931,54.98,60044,3377.99,828610,120.99,20447214,220.48,4437996,270.36,2802118,1573,203461,1569.01,221685,547.11,1153470,452.27,4863468
16/10/2020 17:01,349.24,6592576,320.83,283954,350.48,261860,292.02,5059187,287.03,427635,161.97,1405195,27.85,277891,121.39,556994,86.44,317682,178.94,802719,18.18,3177750,135.8,2589520,96.19,550060,82.94,147359,54.98,60382,3381.03,838486,121.05,20674557,220.64,4458069,270.35,2839517,1573.57,204491,1569.66,222880,546.99,1159668,452.25,4890717
16/10/2020 17:02,349.26,6663866,320.86,288835,350.52,266343,292.1,5073608,286.92,435148,161.85,1431839,27.85,279045,121.36,567632,86.44,317682,179,816234,18.18,3219002,135.79,2622794,96.18,555828,82.95,151431,54.97,60666,3385.7,869964,121.18,21386738,220.89,4550169,270.82,2981334,1574.58,211770,1570.46,227992,547.22,1184333,453,5090057
16/10/2020 17:03,349.53,6874456,321.17,295403,350.79,271714,292.33,5490067,287.15,447793,161.65,1494667,27.85,279094,121.32,575630,86.45,319240,179.05,821109,18.18,3221731,135.76,2629922,96.16,559460,82.94,153045,54.97,60809,3386.96,892603,120.97,21743159,220.9,4620584,270.85,3066816,1574.93,216446,1571.04,230931,546.98,1194037,453.3,5191402
16/10/2020 17:04,349.63,6974677,321.18,302740,350.89,282121,292.54,5736839,287.26,452406,161.79,1528900,27.84,294881,121.35,582242,86.45,320939,178.9,859802,18.19,3231249,135.75,2657803,96.15,560317,82.94,159147,54.97,61460,3385.91,917619,121.03,22131851,221.24,4732046,270.84,3166401,1576.21,221835,1571.05,238859,546.93,1203088,453.33,5291188
16/10/2020 17:05,349.67,7217178,321.23,311708,350.94,289494,292.45,6060766,287.19,455303,161.76,1543922,27.84,294911,121.34,584732,86.44,321582,178.9,880144,18.18,3348095,135.74,2659125,96.16,566379,82.94,165112,54.97,62546,3386.43,929589,120.88,22526555,221.24,4799910,270.68,3220497,1575.9,224880,1572,240672,547.03,1220960,453.86,5366995
16/10/2020 17:06,349.52,7296388,321.11,316814,350.71,292435,292.45,6176699,287.07,463001,161.71,1587606,27.84,294936,121.32,594109,86.45,324025,178.94,886157,18.2,3440150,135.75,2681254,96.15,576636,82.94,172687,54.98,62777,3388.31,948316,120.79,22965142,221.35,4869383,270.69,3293427,1577.29,226528,1573.34,244200,547.17,1238754,453.4,5441198
16/10/2020 17:07,349.55,7874046,321.1,318257,350.8,303550,292.47,6364312,287.18,469825,161.74,1602066,27.84,295123,121.33,597698,86.45,324288,178.91,898910,18.19,3600206,135.75,2682066,96.15,576752,82.94,174706,54.97,66218,3387.48,963546,120.78,23210181,221.45,4933493,270.22,3339179,1576.84,231598,1572.65,246769,546.39,1255664,453.65,5509293
16/10/2020 17:08,349.52,7942918,321.13,320265,350.79,305491,292.41,6427250,287.18,477301,161.73,1622446,27.84,295266,121.33,598955,86.45,326086,178.95,909210,18.19,3637294,135.75,2697784,96.16,579010,82.94,175146,54.97,66302,3388.68,976629,120.82,23520203,221.48,5042718,270.45,3380355,1577.15,234637,1573.51,248405,545.78,1266812,454.7,5741063
16/10/2020 17:09,349.57,8037416,321.15,321166,350.8,308205,292.51,6469857,287.24,485302,161.77,1659420,27.84,304027,121.33,604010,86.45,327310,179,923961,18.2,3854913,135.74,2702988,96.16,580226,82.93,180339,54.97,67247,3388.34,988929,120.84,23800421,221.33,5087743,270.21,3439320,1577.39,237115,1572.84,250809,544.88,1289058,454.77,5871903
16/10/2020 17:10,349.52,8061710,321.15,323351,350.77,310566,292.46,6533043,287.24,489066,161.76,1682285,27.84,309496,121.34,605898,86.44,328120,179.01,933232,18.21,4004211,135.74,2707985,96.16,582891,82.93,199354,54.98,69136,3389.31,996379,120.68,24085845,221.34,5137855,270.35,3493680,1577.16,240089,1572.58,255015,545.58,1300496,454.14,5990435
16/10/2020 17:11,349.51,8323798,321.07,326340,350.86,313448,292.39,6565814,287.18,501552,161.75,1704966,27.84,329335,121.33,607958,86.44,329216,179.04,949549,18.2,4131468,135.73,2712750,96.15,607268,82.93,205658,54.98,69248,3388.56,1010752,120.61,24366043,221.21,5201733,270.48,3526194,1577.99,242269,1573.51,258060,546.36,1314841,454.5,6074602
16/10/2020 17:12,349.46,8936494,321.02,327570,350.68,315619,292.43,6624907,287.16,504914,161.73,1720597,27.84,330371,121.33,609306,86.44,330116,179.18,968365,18.2,4140094,135.73,2714425,96.17,607493,82.93,206800,54.97,72526,3390.41,1029878,120.74,24580363,221.3,5249043,270.51,3558507,1578.4,245202,1574.98,268458,547.2,1325512,454.61,6179430
16/10/2020 17:13,349.41,10469582,321.01,332725,350.67,320769,292.46,6684311,287.08,510261,161.72,1740474,27.85,334806,121.33,610312,86.45,331254,179.17,977254,18.2,4140601,135.73,2722420,96.16,621934,82.94,207922,54.97,74115,3390.57,1047631,120.68,24751819,221.23,5274073,270.52,3583215,1578.89,246805,1574.81,271726,546.95,1333020,454.23,6241319
16/10/2020 17:14,349.44,10559229,321.01,337091,350.73,323540,292.44,6840598,287.07,517023,161.7,1763061,27.84,335538,121.32,616331,86.45,331533,179.15,996000,18.2,4144042,135.73,2735582,96.15,629145,82.93,222934,54.97,75291,3387.15,1060703,120.57,25067169,221.18,5307316,270.37,3611611,1579.09,249299,1574.76,279040,546.36,1340755,453.62,6319910
16/10/2020 17:15,349.4,10619465,320.98,343338,350.65,329155,292.32,6905809,287.05,521488,161.72,1778673,27.84,336035,121.32,617445,86.44,337572,179.16,1004706,18.2,4148946,135.7,2743624,96.16,630279,82.94,225250,54.97,75296,3387.19,1073086,120.51,25444737,221.24,5335939,270.32,3649457,1579.56,250493,1575.2,280335,546.57,1344817,453.11,6402606
16/10/2020 17:16,349.34,10741153,320.98,344590,350.6,335345,292.33,6959749,287.08,529093,161.61,1810847,27.84,348531,121.31,625978,86.44,360062,179.14,1010430,18.2,4164161,135.69,2782017,96.15,653009,82.93,242910,54.97,75346,3386.8,1083436,120.6,25681961,221.53,5408054,270.25,3684530,1579.99,258875,1575.68,287913,547.76,1358218,453.32,6465211
16/10/2020 17:17,349.59,10816297,321.17,346949,350.83,337784,292.45,6997372,287.26,535729,161.57,1843391,27.83,356543,121.31,628870,86.44,362651,179.19,1017386,18.2,4335900,135.67,2815200,96.14,688881,82.93,244030,54.98,75856,3388.92,1093342,120.71,26031217,221.62,5474777,270.11,3778722,1578.71,262821,1574.95,290407,547.02,1375580,453.36,6501851
16/10/2020 17:18,349.63,10908228,321.2,353362,350.84,351989,292.53,7048782,287.29,546495,161.6,1906347,27.83,357481,121.3,638151,86.45,363453,179.2,1025449,18.2,4477445.5,135.67,2819005.5,96.145,699724.5,82.93,246492,54.975,83106.5,3391.02,1105924,120.78,26339402,221.84,5519560,270.15,3831928,1579.45,265962,1575,293853,547.9,1389697,453.84,6566034
16/10/2020 17:19,349.86,11141500,321.42,356643,351.09,362068,292.74,7124946,287.54,555038,161.57,1921583,27.83,362159,121.29,640356,86.45,364190,179.19,1036132,18.2,4618991,135.67,2822811,96.15,710568,82.93,248954,54.97,90357,3394.51,1124158,120.83,26661446,221.94,5597729,270.72,3908228,1579.91,274355,1576.81,298961,548,1401433,454.21,6645691
16/10/2020 17:20,350.12,11359129,321.62,361808,351.32,371598,293.04,7293766,287.68,563743,161.52,2018360,27.83,362852,121.28,647607,86.44,379402,179.13,1056446,18.2,4624117,135.66,2882973,96.15,719811,82.93,249876,54.98,92036,3396.74,1140116,120.84,26962887,221.94,5689531,270.88,3942748,1579.97,283243,1576.51,302349,548.23,1416709,454.2,6721956
16/10/2020 17:21,350.1,11532115,321.61,365772,351.39,373111,293.03,7683567,287.71,570956,161.48,2035116,27.84,363333,121.28,651780,86.45,381575,179.09,1078528,18.19,4645322,135.66,2890052,96.15,721492,82.93,251531,54.97,93073,3397.48,1156257,120.9,27227028,222.2,5749764,271.12,4023312,1580.37,286167,1576.7,304581,547.85,1430435,453.82,6773323
16/10/2020 17:22,350.15,11601298,321.7,375347,351.43,382120,293.14,7819170,287.76,577379,161.45,2043197,27.83,365464,121.27,654052,86.44,381705,179.08,1088912,18.18,4822308,135.65,2902607,96.15,721637,82.93,252500,54.97,95595,3398.96,1175114,120.93,27551765,222.08,5800292,271.32,4092467,1580.97,292296,1577.13,308981,548.31,1438958,453.65,6824797
16/10/2020 17:23,350.28,11749108,321.8,382250,351.52,385918,293.23,7898945,287.81,582946,161.4,2051208,27.83,375256,121.27,657808,86.44,384762,179.08,1103436,18.17,4866793,135.65,2912569,96.15,731356,82.94,256079,54.97,96960,3397.5,1187966,121.1,28017728,222.05,5849394,271.17,4133459,1579.43,295785,1575.41,312610,547.9,1448876,453.55,6877104
16/10/2020 17:24,350.31,11856257,321.83,385051,351.56,390509,293.11,7982114,287.91,593166,161.47,2062986,27.83,375334,121.29,663209,86.44,384970,179.03,1112936,18.17,4874004,135.63,2944060,96.15,757273,82.93,263700,54.97,102270,3394.14,1208042,121.04,28291010,221.94,5896485,270.87,4181619,1577.92,299647,1574.4,315062,548.04,1453937,454,6927224
16/10/2020 17:25,350.24,11941562,321.73,386508,351.47,394417,293.1,8710437,287.79,665868,161.42,2070293,27.83,388120,121.27,666780,86.44,386580,178.93,1130509,18.18,4878711,135.6,2954118,96.13,762743,82.94,265843,54.97,105455,3397.84,1227930,121.17,28629069,221.89,5943413,270.66,4226611,1578.58,301681,1575.28,317698,548.11,1461713,453.92,6987822
16/10/2020 17:26,350.37,15634578,321.87,392262,351.59,399155,293.13,8804501,287.94,672423,161.41,2105469,27.83,390701,121.27,675431,86.44,391522,178.89,1169993,18.17,4923696,135.63,2960722,96.14,780314,82.93,273647,54.97,105720,3397.17,1240728,121.21,29122161,221.93,5981339,270.32,4272069,1579.29,304564,1575.61,322712,547.24,1468537,453.41,7046633
16/10/2020 17:27,350.4,15767867,321.92,395669,351.63,400428,293.08,8865737,287.98,686526,161.3,2125174,27.83,400619,121.24,686952,86.44,406887,178.89,1189890,18.17,4947183,135.63,2963934,96.15,782899,82.94,275160,54.97,105974,3396.9,1250466,121.17,29409093,221.95,6038985,270.31,4328609,1577.75,306891,1575.26,324750,546.76,1482346,452.88,7150122
16/10/2020 17:28,350.42,15941171,322.02,402246,351.66,404547,293.06,8948442,288,699227,161.3,2153614,27.83,401655,121.25,687946,86.44,407620,178.88,1205223,18.17,4975850,135.62,2987547,96.14,783698,82.94,275868,54.97,105974,3397.03,1256955,121.17,29659091,222,6089040,270.33,4352486,1578.77,307790,1574.74,329106,546.9,1490599,452.53,7226627
16/10/2020 17:29,350.6,16032204,322.09,415952,351.9,412531,293.16,9055572,288.24,724767,161.26,2202896,27.82,431381,121.22,697405,86.45,428742,178.86,1225349,18.16,5074799,135.62,2994028,96.13,784752,82.93,279229,54.97,107354,3395.59,1267604,121.13,29928680,221.95,6152293,270.12,4382546,1577.93,310369,1574.75,330786,546,1501844,452.27,7299703
16/10/2020 17:30,350.58,16258872,322.06,419947,351.79,417324,293.05,9094594,288.25,733862,161.3,2222414,27.82,436392,121.24,701788,86.45,429119,178.87,1239044,18.16,5079649,135.65,3041674,96.13,785642,82.94,279697,54.96,116980,3394.64,1277189,121.14,30200439,221.91,6188967,270.18,4418057,1578.74,312147,1575.48,332205,545.84,1522851,452.47,7366073
16/10/2020 17:31,350.62,16334763,322.09,422784,351.87,420899,293.04,9149794,288.23,746520,161.2,2238613,27.82,453354,121.22,705585,86.44,432437,178.82,1257982,18.16,5096530,135.68,3094340,96.15,797281,82.94,284804,54.97,120559,3394.12,1285351,121.09,30440028,221.96,6215123,270.21,4442599,1579.09,313882,1575.36,333397,545.6,1528815,452.5,7426817
16/10/2020 17:32,350.58,16394519,322.05,424814,351.84,423521,293.03,9187421,288.16,753944,161.28,2307715,27.82,466229,121.235,715213.5,86.435,448268,178.75,1294424,18.16,5112325,135.65,3110631,96.14,799379,82.93,286849,54.96,122510,3389.41,1297758,120.95,30718884,221.9,6234933,270.13,4464075,1578.33,316818,1574.51,334995,544.57,1555718,451.96,7535301
16/10/2020 17:33,350.48,16526888,322.02,433687,351.75,425253,292.97,9273532,288.17,764937,161.36,2376817,27.82,479104,121.25,724842,86.43,464099,178.68,1330866,18.15,5181504,135.64,3121667,96.13,804230,82.93,289835,54.97,122743,3390.55,1312399,120.98,31001458,222.04,6272740,270.11,4498519,1579.18,318954,1575.63,344084,544.89,1573006,451.87,7611124
16/10/2020 17:34,350.61,17086028,322.08,437610,351.79,429122,293.02,9327200,288.22,773954,161.41,2425765,27.83,490918,121.25,731917,86.44,472687,178.68,1361173,18.15,5310346,135.63,3133764,96.14,824135,82.93,314826,54.97,124305,3390.53,1321772,121.11,31248698,222.08,6302253,269.86,4525561,1579.21,321320,1575.42,345741,544.8,1580219,451.99,7681564
16/10/2020 17:35,350.57,17167594,322.14,442793,351.8,433857,292.93,9367419,288.14,782613,161.4,2474923,27.83,491397,121.26,734768,86.43,474056,178.66,1380849,18.16,5313053,135.63,3169178,96.15,832997,82.93,322330,54.97,125411,3385.39,1339624,120.91,31496809,221.91,6346157,269.3,4609786,1579.08,323430,1575.34,348511,544.28,1597670,451.91,7757645
16/10/2020 17:36,350.46,17266593,322.01,445822,351.72,436172,292.72,9458042,288.13,790115,161.32,2493132,27.82,492089,121.23,737104,86.43,474397,178.62,1413111,18.16,5337997,135.65,3205424,96.15,839001,82.93,334239,54.96,127002,3382.01,1350384,120.93,31817886,221.73,6405027,268.87,4701640,1578.75,326562,1575.46,351016,543.21,1619886,451.6,7865992
16/10/2020 17:37,350.57,17362532,322.06,451042,351.82,438454,292.74,9564574,288.22,791685,161.31,2509748,27.83,503797,121.23,741595,86.44,518530,178.68,1431378,18.16,5483579,135.66,3211796,96.15,840488,82.93,334849,54.97,127551,3388.01,1362072,120.96,32004314,221.8,6448543,268.99,4758881,1580,332139,1576.41,354044,543.8,1650402,451.78,7912843
16/10/2020 17:38,350.54,17943739,322.04,453964,351.77,439401,292.8,9659575,288.14,793305,161.42,2523207,27.83,505746,121.25,750811,86.44,519686,178.67,1450341,18.16,5512253,135.66,3214186,96.15,841066,82.93,335975,54.96,136908,3391.48,1373097,120.98,32223697,221.88,6477310,268.73,4801113,1579.51,333906,1576.31,356814,544.13,1667724,452.38,7998555
16/10/2020 17:39,350.51,18303200,322.03,455874,351.8,441441,292.93,9725004,288.11,796492,161.43,2529358,27.83,506307,121.27,751788,86.43,521922,178.7,1468567,18.16,5635160,135.65,3219203,96.16,841520,82.93,342959,54.96,136924,3390.19,1382245,121.07,32407510,222.02,6509381,268.94,4837451,1580.03,335613,1576.93,359425,543.85,1683365,452.09,8056823
16/10/2020 17:40,350.51,18343935,321.99,458268,351.72,445045,292.96,9783899,288.04,798676,161.52,2565505,27.83,508318,121.29,782583,86.44,544681,178.74,1484755,18.16,5709012,135.64,3265851,96.15,842430,82.93,343501,54.96,137524,3391.47,1392266,121.15,32692196,221.99,6544453,268.95,4890550,1580,340420,1576.96,363812,543.8,1693228,451.86,8127252
16/10/2020 17:41,350.55,18400250,322.04,463327,351.79,445539,292.95,9874909,288.11,800693,161.44,2598867,27.83,513018,121.28,791438,86.43,544946,178.71,1504206,18.14,5757572,135.61,3274305,96.14,846611,82.93,344541,54.96,138611,3386.83,1399805,121.04,32890025,221.86,6568295,268.92,4932462,1579.68,343472,1576.96,364799,543.02,1705566,451.74,8183235
16/10/2020 17:42,350.48,18449819,321.98,468055,351.73,446811,292.78,9963368,288.13,802134,161.43,2625519,27.83,513077,121.28,792852,86.43,545601,178.69,1523623,18.15,5932840,135.65,3359162,96.15,864592,82.93,346686,54.97,155613,3386.7,1408553,120.99,33125996,221.77,6608987,268.85,4962356,1580.05,343995,1575.91,366099,543.11,1709990,450.84,8362014
16/10/2020 17:43,350.43,19639372,321.92,472996,351.65,447677,292.66,10016940,288.02,803005,161.42,2629092,27.83,513123,121.27,796060,86.44,547008,178.66,1540041,18.16,6006377,135.64,3402891,96.15,864828,82.93,347011,54.97,156025,3383.59,1419173,120.94,33344022,221.63,6638467,268.6,5012868,1580.05,345427,1575.91,367582,542.32,1724753,450.23,8487742
